iter	Passed	Remaining
1683	7563	1419
1684	7568	1414
1685	7572	1410
1686	7576	1405
1687	7581	1401
1688	7586	1396
1689	7590	1392
1690	7594	1387
1691	7599	1383
1692	7603	1378
1693	7608	1374
1694	7612	1369
1695	7618	1365
1696	7622	1361
1697	7627	1356
1698	7632	1352
1699	7638	1347
1700	7642	1343
1701	7648	1339
1702	7652	1334
1703	7657	1330
1704	7661	1325
1705	7666	1321
1706	7671	1316
1707	7676	1312
1708	7681	1307
1709	7685	1303
1710	7690	1299
1711	7695	1294
1712	7699	1290
1713	7704	1285
1714	7708	1281
1715	7713	1276
1716	7717	1272
1717	7722	1267
1718	7727	1263
1719	7732	1258
1720	7736	1254
1721	7741	1249
1722	7745	1245
1723	7750	1240
1724	7754	1236
1725	7759	1231
1726	7763	1227
1727	7767	1222
1728	7772	1218
1729	7776	1213
1730	7781	1209
1731	7785	1204
1732	7790	1200
1733	7794	1195
1734	7798	1191
1735	7803	1186
1736	7808	1182
1737	7812	1177
1738	7817	1173
1739	7821	1168
1740	7826	1164
1741	7830	1159
1742	7835	1155
1743	7840	1150
1744	7844	1146
1745	7849	1141
1746	7853	1137
1747	7858	1132
1748	7862	1128
1749	7867	1123
1750	7872	1119
1751	7877	1115
1752	7883	1110
1753	7889	1106
1754	7894	1102
1755	7900	1097
1756	7905	1093
1757	7910	1088
1758	7915	1084
1759	7920	1080
1760	7924	1075
1761	7929	1071
1762	7934	1066
1763	7939	1062
1764	7943	1057
1765	7948	1053
1766	7952	1048
1767	7957	1044
1768	7962	1039
1769	7966	1035
1770	7971	1030
1771	7975	1026
1772	7980	1021
1773	7984	1017
1774	7988	1012
1775	7993	1008
1776	7998	1003
1777	8002	999
1778	8006	994
1779	8011	990
1780	8015	985
1781	8019	981
1782	8024	976
1783	8029	972
1784	8033	967
1785	8038	963
1786	8042	958
1787	8047	954
1788	8051	949
1789	8055	945
1790	8061	940
1791	8065	936
1792	8070	931
1793	8074	927
1794	8079	922
1795	8083	918
1796	8088	913
1797	8092	909
1798	8097	904
1799	8101	900
1800	8107	895
1801	8111	891
1802	8115	886
1803	8120	882
1804	8125	877
1805	8129	873
1806	8133	868
1807	8138	864
1808	8142	859
1809	8147	855
1810	8151	850
1811	8156	846
1812	8160	841
1813	8165	837
1814	8169	832
1815	8174	828
1816	8178	823
1817	8182	819
1818	8187	814
1819	8191	810
1820	8196	805
1821	8200	801
1822	8205	796
1823	8210	792
1824	8215	787
1825	8219	783
1826	8224	778
1827	8228	774
1828	8232	769
1829	8237	765
1830	8241	760
1831	8245	756
1832	8250	751
1833	8255	747
1834	8259	742
1835	8264	738
1836	8268	733
1837	8272	729
1838	8277	724
1839	8281	720
1840	8286	715
1841	8290	711
1842	8295	706
1843	8300	702
1844	8304	697
1845	8309	693
1846	8313	688
1847	8318	684
1848	8322	679
1849	8328	675
1850	8334	670
1851	8339	666
1852	8343	661
1853	8348	657
1854	8352	652
1855	8357	648
1856	8361	643
1857	8366	639
1858	8370	634
1859	8374	630
1860	8379	625
1861	8383	621
1862	8387	616
1863	8391	612
1864	8395	607
1865	8400	603
1866	8404	598
1867	8408	594
1868	8412	589
1869	8417	585
1870	8421	580
1871	8425	576
1872	8429	571
1873	8434	567
1874	8438	562
1875	8442	558
1876	8447	553
1877	8451	549
1878	8455	544
1879	8460	540
1880	8464	535
1881	8468	530
1882	8472	526
1883	8477	521
1884	8481	517
1885	8485	512
1886	8489	508
1887	8494	503
1888	8498	499
1889	8502	494
1890	8507	490
1891	8512	485
1892	8516	481
1893	8520	476
1894	8525	472
1895	8529	467
1896	8534	463
1897	8538	458
1898	8543	454
1899	8548	449
1900	8552	445
1901	8556	440
1902	8561	436
1903	8566	431
1904	8570	427
1905	8574	422
1906	8579	418
1907	8583	413
1908	8588	409
1909	8593	404
1910	8597	400
1911	8601	395
1912	8607	391
1913	8612	386
1914	8616	382
1915	8621	377
1916	8625	373
1917	8629	368
1918	8633	364
1919	8638	359
1920	8643	355
1921	8647	350
1922	8651	346
1923	8656	341
1924	8660	337
1925	8664	332
1926	8669	328
1927	8674	323
1928	8678	319
1929	8683	314
1930	8687	310
1931	8691	305
1932	8696	301
1933	8700	296
1934	8705	292
1935	8710	287
1936	8714	283
1937	8718	278
1938	8723	274
1939	8727	269
1940	8731	265
1941	8736	260
1942	8740	256
1943	8745	251
1944	8749	247
1945	8755	242
1946	8760	238
1947	8766	234
1948	8771	229
1949	8775	225
1950	8780	220
1951	8784	216
1952	8789	211
1953	8794	207
1954	8799	202
1955	8804	198
1956	8809	193
1957	8813	189
1958	8817	184
1959	8822	180
1960	8826	175
1961	8830	171
1962	8835	166
1963	8839	162
1964	8843	157
1965	8847	153
1966	8851	148
1967	8855	143
1968	8860	139
1969	8864	134
1970	8869	130
1971	8873	125
1972	8877	121
1973	8882	116
1974	8886	112
1975	8890	107
1976	8895	103
1977	8899	98
1978	8904	94
1979	8908	89
1980	8913	85
1981	8917	80
1982	8921	76
1983	8925	71
1984	8930	67
1985	8934	62
1986	8939	58
1987	8944	53
1988	8948	49
1989	8953	44
1990	8957	40
1991	8962	35
1992	8966	31
1993	8971	26
1994	8975	22
1995	8981	17
1996	8986	13
1997	8991	9
1998	8995	4
1999	9000	0
